Patch,oracle,prediction,validation
patch1-Closure-46-Arja-plausible.patch,1,1,TRUE
patch1-Closure-46-Kali-plausible.patch,1,1,TRUE
patch1-Closure-49-Kali-plausible.patch,1,1,TRUE
patch1-Closure-62-jKali-plausible.patch,1,1,TRUE
patch1-Closure-75-Arja-plausible.patch,1,1,TRUE
patch1-Closure-75-RSRepair-plausible.patch,1,1,TRUE
patch3-Closure-86-SequenceR.patch,1,1,TRUE
patch5-Closure-86-SequenceR.patch,1,1,TRUE
patch9-Closure-92-SequenceR.patch,1,1,TRUE
patch2-Closure-93-SequenceR.patch,1,1,TRUE
patch1-Lang-1-SimFix-plausible.patch,1,1,TRUE
patch1-Lang-12-SimFix-plausible.patch,1,1,TRUE
patch1-Lang-13-TBar-plausible.patch,1,1,TRUE
patch1-Lang-35-ACS.patch,1,1,TRUE
patch1-Lang-39-jGenProg-plausible.patch,1,1,TRUE
patch3-Lang-51-Jaid-plausible.patch,1,1,TRUE
patch1-Lang-51-kPAR-plausible.patch,1,1,TRUE
patch1-Lang-53-Nopol-plausible.patch,1,1,TRUE
patch1-Lang-55-Jaid-plausible.patch,1,1,TRUE
patch3-Lang-55-Jaid-plausible.patch,1,1,TRUE
patch1-Lang-58-Nopol-plausible.patch,1,1,TRUE
patch11-Lang-59-CapGen-plausible.patch,1,1,TRUE
patch3-Lang-59-CapGen-plausible.patch,1,1,TRUE
patch1-Lang-63-AVATAR-plausible.patch,1,1,TRUE
patch1-Lang-63-TBar-plausible.patch,1,1,TRUE
patch1-Math-2-GenProg-plausible.patch,1,1,TRUE
patch1-Math-28-Kali-plausible.patch,1,1,TRUE
patch1-Math-40-RSRepair-plausible.patch,1,1,TRUE
patch1-Math-5-Cardumen-plausible.patch,1,1,TRUE
patch1-Math-50-jGenProg-plausible.patch,1,1,TRUE
patch1-Math-53-Jaid-plausible.patch,1,1,TRUE
patch1-Math-56-Arja-plausible.patch,1,1,TRUE
patch1-Math-58-DynaMoth-plausible.patch,1,1,TRUE
patch1-Math-6-AVATAR-plausible.patch,1,1,TRUE
patch2-Math-63-CapGen-plausible.patch,1,1,TRUE
patch5-Math-63-CapGen-plausible.patch,1,1,TRUE
patch8-Math-63-CapGen-plausible.patch,1,1,TRUE
patch1-Math-78-AVATAR-plausible.patch,1,1,TRUE
patch1-Math-8-jKali-plausible.patch,1,1,TRUE
patch1-Math-8-TBar-plausible.patch,1,1,TRUE
patch1-Math-80-AVATAR-plausible.patch,1,1,TRUE
patch1-Math-80-CapGen-plausible.patch,1,1,TRUE
patch1-Math-80-Jaid-plausible.patch,1,0,FALSE
patch1-Math-81-ACS-plausible.patch,1,1,TRUE
patch1-Math-81-jMutRepair-plausible.patch,1,1,TRUE
patch1-Math-81-kPAR-plausible.patch,1,1,TRUE
patch1-Math-81-TBar-plausible.patch,1,1,TRUE
patch1-Math-82-SimFix-plausible.patch,1,1,TRUE
patch2-Math-82-SketchFix-plausible.patch,1,1,TRUE
patch1-Math-84-Arja-plausible.patch,1,1,TRUE
patch1-Math-84-AVATAR-plausible.patch,1,1,TRUE
patch1-Math-84-RSRepair-plausible.patch,1,1,TRUE
patch1-Math-84-TBar-plausible.patch,1,1,TRUE
patch2-Math-85-Jaid-plausible.patch,1,1,TRUE
patch3-Math-85-Jaid-plausible.patch,1,1,TRUE
patch1-Math-88-kPAR-plausible.patch,1,1,TRUE
patch1-Math-95-Cardumen-plausible.patch,1,1,TRUE
patch1-Math-95-GenProg-plausible.patch,1,1,TRUE
patch1-Math-95-TBar-plausible.patch,1,1,TRUE
patch1-Time-11-DynaMoth-plausible.patch,1,1,TRUE
patch1-Time-11-FixMiner-plausible.patch,1,1,TRUE
patch1-Chart-1-AVATAR.patch,0,0,TRUE
patch1-Chart-1-SOFix.patch,0,0,TRUE
patch1-Chart-19-AVATAR.patch,0,0,TRUE
patch1-Chart-19-FixMiner.patch,0,0,TRUE
patch1-Chart-20-TBar.patch,0,0,TRUE
patch1-Chart-24-CapGen.patch,0,0,TRUE
patch1-Chart-24-SOFix.patch,0,0,TRUE
patch1-Chart-8-SketchFix.patch,0,0,TRUE
patch1-Closure-115-RSRepair.patch,0,0,TRUE
patch1-Closure-126-RSRepair.patch,0,0,TRUE
patch1-Closure-31-Jaid.patch,0,1,FALSE
patch1-Closure-62-AVATAR.patch,0,0,TRUE
patch1-Closure-73-Jaid.patch,0,0,TRUE
patch1-Closure-73-kPAR.patch,0,0,TRUE
patch1-Closure-73-SequenceR.patch,0,0,TRUE
patch1-Lang-10-jKali.patch,0,0,TRUE
patch1-Lang-33-Jaid.patch,0,0,TRUE
patch1-Lang-39-SimFix.patch,0,0,TRUE
patch1-Lang-43-SimFix.patch,0,1,FALSE
patch1-Lang-45-Jaid.patch,0,1,FALSE
patch1-Lang-51-Jaid.patch,0,1,FALSE
patch3-Lang-51-Jaid.patch,0,1,FALSE
patch1-Lang-6-AVATAR.patch,0,0,TRUE
patch1-Lang-7-ACS.patch,0,1,FALSE
patch1-Lang-7-TBar.patch,0,1,FALSE
patch1-Math-5-Jaid.patch,0,0,TRUE
patch2-Math-5-Jaid.patch,0,0,TRUE
patch1-Math-5-SOFix.patch,0,0,TRUE
patch1-Math-50-SketchFix.patch,0,0,TRUE
patch1-Math-58-Arja.patch,0,0,TRUE
patch1-Math-58-kPAR.patch,0,0,TRUE
patch1-Math-59-AVATAR.patch,0,0,TRUE
patch1-Math-59-SOFix.patch,0,0,TRUE
patch1-Math-61-ACS.patch,0,0,TRUE
patch1-Math-71-SimFix.patch,0,0,TRUE
patch1-Math-75-TBar.patch,0,0,TRUE
patch1-Math-79-TBar.patch,0,0,TRUE
patch1-Math-80-SOFix.patch,0,0,TRUE
patch1-Math-82-jMutRepair.patch,0,0,TRUE
patch2-Math-82-SequenceR.patch,0,0,TRUE
patch1-Math-85-CapGen.patch,0,1,FALSE
patch1-Math-85-Jaid.patch,0,1,FALSE
patch1-Math-89-kPAR.patch,0,0,TRUE
patch1-Math-99-ACS.patch,0,0,TRUE
patch1-Chart-1-DynaMoth-plausible.patch,1,1,TRUE
patch1-Chart-1-jKali-plausible.patch,1,1,TRUE
patch1-Chart-1-Kali-plausible.patch,1,1,TRUE
patch1-Chart-14-Arja-plausible.patch,1,1,TRUE
patch1-Chart-15-Kali-plausible.patch,1,1,TRUE
patch1-Chart-17-Nopol-plausible.patch,1,1,TRUE
patch1-Chart-25-FixMiner-plausible.patch,1,1,TRUE
patch1-Chart-25-GenProg-plausible.patch,1,1,TRUE
patch1-Chart-25-RSRepair-plausible.patch,1,1,TRUE
patch1-Chart-25-SimFix-plausible.patch,1,1,TRUE
patch1-Chart-26-kPAR-plausible.patch,1,1,TRUE
patch1-Chart-3-FixMiner-plausible.patch,1,1,TRUE
patch1-Chart-3-jGenProg-plausible.patch,1,1,TRUE
patch1-Chart-5-Arja-plausible.patch,1,1,TRUE
patch1-Chart-9-Jaid-plausible.patch,1,1,TRUE
patch1-Closure-10-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-109-SimFix-plausible.patch,1,1,TRUE
patch1-Closure-109-TBar-plausible.patch,1,1,TRUE
patch1-Closure-112-GenProg-plausible.patch,1,1,TRUE
patch1-Closure-12-AVATAR-plausible.patch,1,1,TRUE
patch1-Closure-125-Arja-plausible.patch,1,1,TRUE
patch1-Closure-126-SimFix-plausible.patch,1,1,TRUE
patch1-Closure-127-Kali-plausible.patch,1,1,TRUE
patch1-Closure-129-Arja-plausible.patch,1,1,TRUE
patch1-Closure-129-GenProg-plausible.patch,1,1,TRUE
patch1-Closure-130-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-20-Kali-plausible.patch,1,1,TRUE
patch1-Closure-21-jMutRepair-plausible.patch,1,1,TRUE
patch1-Closure-21-SimFix-plausible.patch,1,1,TRUE
patch1-Closure-22-jGenProg-plausible.patch,1,1,TRUE
patch1-Closure-33-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-38-SequenceR.patch,1,1,TRUE
patch2-Closure-38-SequenceR.patch,1,1,TRUE
patch3-Closure-38-SequenceR.patch,1,1,TRUE
patch1-Closure-45-Arja-plausible.patch,1,1,TRUE
patch1-Closure-45-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-59-Arja-plausible.patch,1,1,TRUE
patch1-Closure-61-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-63-Jaid-plausible.patch,1,1,TRUE
patch1-Closure-63-jKali-plausible.patch,1,1,TRUE
patch1-Closure-66-AVATAR-plausible.patch,1,1,TRUE
patch1-Closure-73-SequenceR-plausible.patch,1,0,FALSE
patch1-Closure-78-GenProg-plausible.patch,1,1,TRUE
patch1-Closure-78-RSRepair-plausible.patch,1,1,TRUE
patch4-Closure-92-SequenceR.patch,1,1,TRUE
patch7-Closure-92-SequenceR.patch,1,1,TRUE
patch5-Closure-93-SequenceR.patch,1,1,TRUE
patch1-Lang-20-Arja-plausible.patch,1,1,TRUE
patch1-Lang-22-AVATAR-plausible.patch,1,1,TRUE
patch1-Lang-22-jKali-plausible.patch,1,1,TRUE
patch1-Lang-22-jMutRepair-plausible.patch,1,1,TRUE
patch1-Lang-27-AVATAR-plausible.patch,1,1,TRUE
patch1-Lang-27-kPAR-plausible.patch,1,1,TRUE
patch1-Lang-39-AVATAR-plausible.patch,1,1,TRUE
patch1-Lang-39-TBar-plausible.patch,1,1,TRUE
patch1-Lang-41-kPAR-plausible.patch,1,1,TRUE
patch1-Lang-41-SimFix-plausible.patch,1,1,TRUE
patch1-Lang-43-kPAR-plausible.patch,1,1,TRUE
patch4-Lang-51-Jaid-plausible.patch,1,1,TRUE
patch1-Lang-58-AVATAR-plausible.patch,1,1,TRUE
patch4-Lang-59-CapGen-plausible.patch,1,1,TRUE
patch6-Lang-59-CapGen-plausible.patch,1,1,TRUE
patch1-Lang-60-SimFix.patch,1,1,TRUE
patch2-Lang-61-Jaid-plausible.patch,1,1,TRUE
patch1-Lang-7-Arja-plausible.patch,1,1,TRUE
patch1-Math-104-kPAR-plausible.patch,1,1,TRUE
patch1-Math-2-SOFix-plausible.patch,1,1,TRUE
patch1-Math-28-GenProg-plausible.patch,1,1,TRUE
patch1-Math-29-jKali-plausible.patch,1,1,TRUE
patch1-Math-32-jKali-plausible.patch,1,1,TRUE
patch1-Math-42-kPAR-plausible.patch,1,1,TRUE
patch1-Math-43-SimFix-plausible.patch,1,1,TRUE
patch1-Math-44-SimFix-plausible.patch,1,1,TRUE
patch1-Math-50-Arja.patch,1,1,TRUE
patch1-Math-50-FixMiner-plausible.patch,1,1,TRUE
patch2-Math-53-Jaid-plausible.patch,1,1,TRUE
patch1-Math-58-RSRepair-plausible.patch,1,1,TRUE
patch1-Math-72-SimFix.patch,1,1,TRUE
patch1-Math-73-ACS-plausible.patch,1,1,TRUE
patch1-Math-73-Cardumen-plausible.patch,1,1,TRUE
patch1-Math-80-FixMiner-plausible.patch,1,1,TRUE
patch1-Math-80-GenProg-plausible.patch,1,1,TRUE
patch1-Math-81-Arja-plausible.patch,1,1,TRUE
patch1-Math-81-GenProg-plausible.patch,1,1,TRUE
patch1-Math-81-RSRepair-plausible.patch,1,1,TRUE
patch1-Math-82-DynaMoth-plausible.patch,1,1,TRUE
patch2-Math-82-Jaid-plausible.patch,1,1,TRUE
patch1-Math-82-SketchFix-plausible.patch,1,1,TRUE
patch2-Math-85-CapGen-plausible.patch,1,1,TRUE
patch1-Math-85-Cardumen-plausible.patch,1,1,TRUE
patch1-Time-14-Nopol-plausible.patch,1,1,TRUE
patch1-Chart-1-FixMiner.patch,0,0,TRUE
patch1-Chart-1-Jaid.patch,0,0,TRUE
patch1-Chart-1-jMutRepair.patch,0,0,TRUE
patch1-Chart-1-TBar.patch,0,0,TRUE
patch1-Chart-12-Arja.patch,0,1,FALSE
patch1-Chart-19-ACS.patch,0,0,TRUE
patch1-Chart-24-Jaid.patch,0,0,TRUE
patch1-Chart-24-TBar.patch,0,0,TRUE
patch2-Chart-26-Jaid.patch,0,0,TRUE
patch1-Chart-4-AVATAR.patch,0,0,TRUE
patch1-Chart-4-TBar.patch,0,0,TRUE
patch1-Closure-115-SimFix.patch,0,1,FALSE
patch1-Closure-2-AVATAR.patch,0,1,FALSE
patch1-Closure-62-SimFix.patch,0,0,TRUE
patch1-Closure-62-TBar.patch,0,0,TRUE
patch1-Closure-63-AVATAR.patch,0,0,TRUE
patch1-Closure-63-jMutRepair.patch,0,0,TRUE
patch1-Closure-63-SimFix.patch,0,0,TRUE
patch1-Closure-68-SimFix.patch,0,1,FALSE
patch1-Lang-59-TBar.patch,0,0,TRUE
patch1-Math-11-TBar.patch,0,0,TRUE
patch1-Math-3-ACS.patch,0,0,TRUE
patch1-Math-30-FixMiner.patch,0,0,TRUE
patch1-Math-30-SequenceR.patch,0,0,TRUE
patch1-Math-33-CapGen.patch,0,0,TRUE
patch1-Math-34-SOFix.patch,0,0,TRUE
patch1-Math-35-ACS.patch,0,1,FALSE
patch1-Math-5-ACS.patch,0,0,TRUE
patch1-Math-5-SequenceR.patch,0,0,TRUE
patch1-Math-53-SimFix.patch,0,0,TRUE
patch1-Math-57-SOFix.patch,0,0,TRUE
patch1-Math-58-CapGen.patch,0,0,TRUE
patch1-Math-70-kPAR.patch,0,0,TRUE
patch1-Math-75-CapGen.patch,0,0,TRUE
patch1-Math-82-SequenceR.patch,0,1,FALSE
patch1-Math-85-ACS.patch,0,1,FALSE
patch1-Chart-1-Arja-plausible.patch,1,1,TRUE
patch1-Chart-12-GenProg-plausible.patch,1,1,TRUE
patch1-Chart-12-SimFix-plausible.patch,1,1,TRUE
patch1-Chart-13-Arja-plausible.patch,1,1,TRUE
patch1-Chart-13-FixMiner-plausible.patch,1,1,TRUE
patch1-Chart-14-AVATAR-plausible.patch,1,1,TRUE
patch1-Chart-17-kPAR-plausible.patch,1,1,TRUE
patch1-Chart-22-SimFix-plausible.patch,1,1,TRUE
patch1-Chart-25-DynaMoth-plausible.patch,1,1,TRUE
patch1-Chart-26-Kali-plausible.patch,1,1,TRUE
patch1-Chart-5-DynaMoth-plausible.patch,1,1,TRUE
patch1-Chart-5-jKali-plausible.patch,1,1,TRUE
patch1-Chart-5-kPAR-plausible.patch,1,1,TRUE
patch1-Chart-7-Arja-plausible.patch,1,1,TRUE
patch1-Chart-7-FixMiner-plausible.patch,1,1,TRUE
patch1-Chart-7-jMutRepair-plausible.patch,1,1,TRUE
patch1-Closure-1-Arja-plausible.patch,1,1,TRUE
patch1-Closure-108-AVATAR-plausible.patch,1,1,TRUE
patch1-Closure-114-Arja-plausible.patch,1,1,TRUE
patch1-Closure-117-Kali-plausible.patch,1,1,TRUE
patch1-Closure-119-Kali-plausible.patch,1,1,TRUE
patch1-Closure-121-Kali-plausible.patch,1,1,TRUE
patch1-Closure-14-SimFix-plausible.patch,1,1,TRUE
patch1-Closure-15-Kali-plausible.patch,1,1,TRUE
patch1-Closure-22-AVATAR-plausible.patch,1,1,TRUE
patch1-Closure-22-jKali-plausible.patch,1,1,TRUE
patch1-Closure-22-jMutRepair-plausible.patch,1,1,TRUE
patch1-Closure-22-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-26-Kali-plausible.patch,1,1,TRUE
patch1-Closure-29-Kali-plausible.patch,1,1,TRUE
patch1-Closure-31-Kali-plausible.patch,1,1,TRUE
patch1-Closure-31-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-33-Jaid-plausible.patch,1,0,FALSE
patch1-Closure-45-Kali-plausible.patch,1,1,TRUE
patch1-Closure-46-jKali-plausible.patch,1,1,TRUE
patch1-Closure-55-Arja-plausible.patch,1,1,TRUE
patch1-Closure-62-kPAR-plausible.patch,1,1,TRUE
patch1-Closure-67-GenProg-plausible.patch,1,1,TRUE
patch1-Closure-68-Arja-plausible.patch,1,1,TRUE
patch1-Closure-76-Kali-plausible.patch,1,1,TRUE
patch1-Closure-8-Kali-plausible.patch,1,1,TRUE
patch10-Closure-93-SequenceR.patch,1,1,TRUE
patch6-Closure-93-SequenceR.patch,1,1,TRUE
patch8-Closure-93-SequenceR.patch,1,1,TRUE
patch1-Lang-16-Arja-plausible.patch,1,1,TRUE
patch1-Lang-20-AVATAR-plausible.patch,1,1,TRUE
patch1-Lang-24-TBar-plausible.patch,1,1,TRUE
patch1-Lang-27-jGenProg-plausible.patch,1,1,TRUE
patch1-Lang-27-TBar-plausible.patch,1,1,TRUE
patch1-Lang-43-CapGen-plausible.patch,1,1,TRUE
patch1-Lang-44-kPAR-plausible.patch,1,1,TRUE
patch1-Lang-51-Jaid-plausible.patch,1,1,TRUE
patch1-Lang-51-TBar-plausible.patch,1,1,TRUE
patch1-Lang-53-kPAR-plausible.patch,1,1,TRUE
patch1-Lang-55-Nopol-plausible.patch,1,0,FALSE
patch1-Lang-57-kPAR-plausible.patch,1,1,TRUE
patch9-Lang-59-CapGen-plausible.patch,1,1,TRUE
patch1-Lang-63-SimFix-plausible.patch,1,1,TRUE
patch1-Lang-7-jKali.patch,1,1,TRUE
patch1-Lang-9-SimFix-plausible.patch,1,1,TRUE
patch1-Math-2-jMutRepair-plausible.patch,1,1,TRUE
patch1-Math-2-Kali-plausible.patch,1,1,TRUE
patch1-Math-2-kPAR-plausible.patch,1,1,TRUE
patch1-Math-20-DynaMoth-plausible.patch,1,1,TRUE
patch1-Math-28-RSRepair-plausible.patch,1,1,TRUE
patch1-Math-32-Kali-plausible.patch,1,1,TRUE
patch1-Math-33-SketchFix-plausible.patch,1,1,TRUE
patch1-Math-4-Nopol-plausible.patch,1,1,TRUE
patch1-Math-40-kPAR-plausible.patch,1,1,TRUE
patch1-Math-49-AVATAR-plausible.patch,1,1,TRUE
patch1-Math-49-kPAR-plausible.patch,1,1,TRUE
patch3-Math-50-Jaid-plausible.patch,1,0,FALSE
patch1-Math-50-jMutRepair-plausible.patch,1,1,TRUE
patch1-Math-50-TBar-plausible.patch,1,1,TRUE
patch1-Math-52-jMutRepair-plausible.patch,1,1,TRUE
patch2-Math-53-CapGen.patch,1,0,FALSE
patch1-Math-57-jMutRepair-plausible.patch,1,1,TRUE
patch1-Math-60-jGenProg-plausible.patch,1,1,TRUE
patch1-Math-63-FixMiner-plausible.patch,1,1,TRUE
patch1-Math-63-TBar-plausible.patch,1,1,TRUE
patch1-Math-69-Nopol-plausible.patch,1,1,TRUE
patch1-Math-70-SketchFix-plausible.patch,1,1,TRUE
patch1-Math-78-Nopol-plausible.patch,1,1,TRUE
patch1-Math-8-DynaMoth-plausible.patch,1,1,TRUE
patch7-Math-80-CapGen-plausible.patch,1,1,TRUE
patch8-Math-80-CapGen-plausible.patch,1,1,TRUE
patch2-Math-80-Jaid-plausible.patch,1,1,TRUE
patch3-Math-80-Jaid-plausible.patch,1,1,TRUE
patch1-Math-80-Kali-plausible.patch,1,1,TRUE
patch1-Math-81-DynaMoth-plausible.patch,1,1,TRUE
patch1-Math-82-Arja-plausible.patch,1,1,TRUE
patch1-Math-82-RSRepair-plausible.patch,1,1,TRUE
patch1-Math-84-jMutRepair-plausible.patch,1,1,TRUE
patch1-Math-84-SimFix-plausible.patch,1,1,TRUE
patch12-Math-85-SequenceR.patch,1,1,TRUE
patch17-Math-85-SequenceR.patch,1,1,TRUE
patch4-Math-85-SequenceR.patch,1,1,TRUE
patch5-Math-85-SequenceR.patch,1,1,TRUE
patch7-Math-85-SequenceR.patch,1,1,TRUE
patch1-Chart-1-SimFix.patch,0,0,TRUE
patch1-Chart-11-TBar.patch,0,0,TRUE
patch1-Chart-14-ACS.patch,0,1,FALSE
patch1-Chart-24-AVATAR.patch,0,0,TRUE
patch1-Chart-24-FixMiner.patch,0,0,TRUE
patch1-Chart-24-SketchFix.patch,0,0,TRUE
patch3-Chart-26-Jaid.patch,0,0,TRUE
patch1-Chart-4-FixMiner.patch,0,0,TRUE
patch1-Closure-126-Jaid.patch,0,0,TRUE
patch1-Closure-18-Jaid.patch,0,0,TRUE
patch1-Closure-18-SequenceR.patch,0,0,TRUE
patch1-Closure-62-jMutRepair.patch,0,0,TRUE
patch1-Closure-63-Jaid.patch,0,0,TRUE
patch1-Math-4-AVATAR.patch,0,1,FALSE
patch1-Math-5-SketchFix.patch,0,0,TRUE
patch1-Math-50-SOFix.patch,0,0,TRUE
patch1-Math-57-FixMiner.patch,0,0,TRUE
patch1-Math-59-SimFix.patch,0,0,TRUE
patch1-Math-70-CapGen.patch,0,0,TRUE
patch1-Math-70-Cardumen.patch,0,0,TRUE
patch1-Math-70-SketchFix.patch,0,0,TRUE
patch1-Math-75-kPAR.patch,0,0,TRUE
patch1-Math-85-jMutRepair.patch,0,1,FALSE
patch1-Math-90-ACS.patch,0,1,FALSE
patch1-Time-15-ACS.patch,0,1,FALSE
patch1-Time-19-SOFix.patch,0,1,FALSE
patch2-Chart-1-SketchFix-plausible.patch,1,1,TRUE
patch1-Chart-12-RSRepair-plausible.patch,1,0,FALSE
patch1-Chart-13-GenProg-plausible.patch,1,1,TRUE
patch1-Chart-13-jGenProg-plausible.patch,1,1,TRUE
patch1-Chart-13-kPAR-plausible.patch,1,1,TRUE
patch1-Chart-15-Arja-plausible.patch,1,1,TRUE
patch1-Chart-15-AVATAR-plausible.patch,1,1,TRUE
patch1-Chart-19-Arja-plausible.patch,1,0,FALSE
patch1-Chart-25-jKali-plausible.patch,1,1,TRUE
patch1-Chart-3-Arja-plausible.patch,1,1,TRUE
patch1-Chart-3-TBar-plausible.patch,1,1,TRUE
patch1-Chart-5-TBar-plausible.patch,1,1,TRUE
patch1-Chart-7-TBar-plausible.patch,1,1,TRUE
patch2-Chart-9-Jaid-plausible.patch,1,1,TRUE
patch1-Closure-10-Kali-plausible.patch,1,1,TRUE
patch1-Closure-101-jKali-plausible.patch,1,1,TRUE
patch1-Closure-106-SimFix-plausible.patch,1,1,TRUE
patch1-Closure-114-GenProg-plausible.patch,1,1,TRUE
patch1-Closure-117-Arja-plausible.patch,1,1,TRUE
patch1-Closure-120-Kali-plausible.patch,1,1,TRUE
patch1-Closure-124-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-127-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-129-Kali-plausible.patch,1,1,TRUE
patch1-Closure-132-Kali-plausible.patch,1,1,TRUE
patch3-Closure-18-SequenceR.patch,1,0,FALSE
patch1-Closure-33-Kali-plausible.patch,1,1,TRUE
patch1-Closure-35-kPAR-plausible.patch,1,1,TRUE
patch1-Closure-50-Kali-plausible.patch,1,1,TRUE
patch1-Closure-57-SimFix-plausible.patch,1,1,TRUE
patch1-Closure-59-GenProg-plausible.patch,1,1,TRUE
patch1-Closure-63-kPAR-plausible.patch,1,1,TRUE
patch1-Closure-64-Kali-plausible.patch,1,1,TRUE
patch1-Closure-67-Arja-plausible.patch,1,1,TRUE
patch1-Closure-67-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-72-Kali-plausible.patch,1,1,TRUE
patch1-Closure-8-Arja-plausible.patch,1,1,TRUE
patch2-Closure-86-SequenceR.patch,1,1,TRUE
patch4-Closure-86-SequenceR.patch,1,1,TRUE
patch6-Closure-92-SequenceR.patch,1,1,TRUE
patch3-Closure-93-SequenceR.patch,1,1,TRUE
patch9-Closure-93-SequenceR.patch,1,1,TRUE
patch1-Lang-20-kPAR-plausible.patch,1,1,TRUE
patch1-Lang-20-TBar-plausible.patch,1,1,TRUE
patch1-Lang-22-TBar-plausible.patch,1,1,TRUE
patch3-Lang-43-CapGen-plausible.patch,1,1,TRUE
